,date,tweet
7521,2022-08-20 ~ 2022-08-21,환연 마저보고 돌아오겟읍니다
7522,2022-08-20 ~ 2022-08-21,"환연 9화... 너무.. 아니 너무 .;  ;................................................................... ㅁㅊ 심리싸움 ㅁㅊ다
규민이 문자 받고잇냐? < 질문 물어본게 매일 규민인한테 문자 받고 잇는 사람인것도
아니 해은시  ㅅㅂ 아니!@@!!@@ #@#"
7523,2022-08-20 ~ 2022-08-21,헐 환연 보는 거 깜빡함
7524,2022-08-20 ~ 2022-08-21,"#트친소
환연2 체데2 보는중... 
과거 최애 프로는 핱시2 
저랑 연애프로 얘기해주실 분 "
7525,2022-08-20 ~ 2022-08-21,"ㅆㅂ
저 승떤남자 환연영상 만든 여자예요 
저 승떤남자 걘아니야영상 만든 여자예요 
저 여자예요 저 아무튼 호모안해요"
7526,2022-08-20 ~ 2022-08-21,방금 환연 어제꺼 다 보고옴 해은언니그만좀우세요..ㅜ
7527,2022-08-20 ~ 2022-08-21,"쓰레기 같은 짓이란 거 알면서
이제현 잊는다고 한 연애였음
그리고 그 남자랑 금방 헤어졌는데
그 남자는 진심이어서 환연에 신청한 거였음
근데 그 프로그램에 게스트로 이제현이
나올 줄이야…… 난 이미 촬영 다 끝나서
집에서 환연 보는데 이제현 나와서 당황함"
7528,2022-08-20 ~ 2022-08-21,"아 환연 
해은이 우는거 그만 나왔으면 좋겠다...하도 우니까 보기싫어 짜증낰ㅋㅋㅋㅋ
충분히 매력있고 이쁜데 그냥 다른 사람 만나면 안됨? 왜 저렇게 미련을 못 버리지; 멘탈 강한 사람만 불러라 쫌"
7529,2022-08-20 ~ 2022-08-21,"#비계팅 #일상계 #트친소
일상 이야기 k-드라마 가끔은 케이팝두…
해외 거주 중 (⸝⸝o̴̶̷᷄ ·̭ o̴̶̷̥᷅⸝⸝)
요즘은 체데 환연 봐요 
성인 환영 

@aeticaly"
7530,2022-08-20 ~ 2022-08-21,환연 마저보고 돌아오겟읍니다
7531,2022-08-20 ~ 2022-08-21,"환연 9화... 너무.. 아니 너무 .;  ;................................................................... ㅁㅊ 심리싸움 ㅁㅊ다
규민이 문자 받고잇냐? < 질문 물어본게 매일 규민인한테 문자 받고 잇는 사람인것도
아니 해은시  ㅅㅂ 아니!@@!!@@ #@#"
7532,2022-08-20 ~ 2022-08-21,헐 환연 보는 거 깜빡함
7533,2022-08-20 ~ 2022-08-21,"#트친소
환연2 체데2 보는중... 
과거 최애 프로는 핱시2 
저랑 연애프로 얘기해주실 분 "
7534,2022-08-20 ~ 2022-08-21,"ㅆㅂ
저 승떤남자 환연영상 만든 여자예요 
저 승떤남자 걘아니야영상 만든 여자예요 
저 여자예요 저 아무튼 호모안해요"
7535,2022-08-20 ~ 2022-08-21,방금 환연 어제꺼 다 보고옴 해은언니그만좀우세요..ㅜ
7536,2022-08-20 ~ 2022-08-21,"쓰레기 같은 짓이란 거 알면서
이제현 잊는다고 한 연애였음
그리고 그 남자랑 금방 헤어졌는데
그 남자는 진심이어서 환연에 신청한 거였음
근데 그 프로그램에 게스트로 이제현이
나올 줄이야…… 난 이미 촬영 다 끝나서
집에서 환연 보는데 이제현 나와서 당황함"
7537,2022-08-20 ~ 2022-08-21,ㅎ ㅏ 너무 조아요 빙님 나랑 같이 환연 얘기하자
7538,2022-08-20 ~ 2022-08-21,미안 사실 환연 안봄 그냥 전애인이랑 같이 나간다는거만 앎
7539,2022-08-20 ~ 2022-08-21,빙깅.. 우리같이 환연이야기하작 나 희두나연에 과몰입햇잖아
7540,2022-08-20 ~ 2022-08-21,아..환연 본다고 아사히라이브? 하는 줄도 몰랐음 믿친연
7541,2022-08-20 ~ 2022-08-21,환연 9화 후기 : 성해은… 그 여자 미친 여자 아닙니다. 슬픈 여자죠
7542,2022-08-20 ~ 2022-08-21,셀카하나없는 씨피로 환연 과거영상만들기… 극악무도의 난이도엿다고한다
7543,2022-08-24 ~ 2022-08-25,환연2 옴므파탈남 꼬라지 ㅆ발진짜눈물이
7544,2022-08-24 ~ 2022-08-25,"환연

김졍우 너구리

그리고

.
.
."
7545,2022-08-24 ~ 2022-08-25,오늘 밍쿱 이야깃거리 떡밥 1. 환연에 대한 에떤남자 입장 2. 밍쿱 (술 먹을 때마다) 싸우는 이유
7546,2022-08-24 ~ 2022-08-25,"환연 해은 서사..
 권진아-늦은배웅
이랑 너무 찰떡이라 듣는 내내 가슴 아림
제발 규떤남자 잊고 행복해지자"
7547,2022-08-24 ~ 2022-08-25,우와 환연 거의 끝나간다
7548,2022-08-24 ~ 2022-08-25,"ㅁㅊ내일 환연데이인줄 알앗는데..아니야
사실 난 나와도 이틀 뒤에 보는 편이긴함"
7549,2022-08-24 ~ 2022-08-25,금요일인줄 환연볼라고 했는데 환연안함
7550,2022-08-24 ~ 2022-08-25,"속속 도착하는 졸업선물들 
.
.
.
환연 다음편이 나에게는 가장 큰 졸업 선물 빨리 금요일 와줘••"
7551,2022-08-24 ~ 2022-08-25,우와 환연 거의 끝나간다
7552,2022-08-24 ~ 2022-08-25,"ㅁㅊ내일 환연데이인줄 알앗는데..아니야
사실 난 나와도 이틀 뒤에 보는 편이긴함"
7553,2022-08-24 ~ 2022-08-25,금요일인줄 환연볼라고 했는데 환연안함
7554,2022-08-24 ~ 2022-08-25,"속속 도착하는 졸업선물들 
.
.
.
환연 다음편이 나에게는 가장 큰 졸업 선물 빨리 금요일 와줘••"
7555,2022-08-24 ~ 2022-08-25,헉 세오님 환연 이어주셧다!!!!
7556,2022-08-24 ~ 2022-08-25,"환연 보는 중인데 재밋네요
아직 1화긴 한데"
7557,2022-08-24 ~ 2022-08-25,환연2는 진짜 개버러지다
7558,2022-08-24 ~ 2022-08-25,환연 종방 후 양누 근황
7559,2022-08-24 ~ 2022-08-25,"환연 생각도 못하겠네...
우리 애가 잔인하다는데...
그치만 그래도 적고 싶은 건 어쩔 수 없는 걸요...."
7560,2022-08-24 ~ 2022-08-25,"나는핱시랑안맞나봐..
환연이젤재밋뀨"
7561,2022-08-24 ~ 2022-08-25,환연에서 어떤여자 새벽1시에 오프숄더 입고 있는거 ㄹㅇ개뿜인데
7562,2022-08-24 ~ 2022-08-25,승관이랑 환연 같이 얘기하고싶다
7563,2022-08-24 ~ 2022-08-25,환연 스페셜 회차 양누 결혼식 + 애프터파티
7564,2022-08-24 ~ 2022-08-25,환연 재미없어;; 아니 그렇구면 왜 헤어짐? 걍 다시 만나;;: 뭔 프로 농락하는 것도 아니고 걍 짐 싸거 나가가지구 다시 살림 합치라고~!!~!~!!~!
7565,2022-08-24 ~ 2022-08-25,캐욱겨 여전히 환연 과몰입 시청자
7566,2022-08-24 ~ 2022-08-25,환연9화 한편을 걍 통으로 x랑 얘기하는 거네
7567,2022-08-24 ~ 2022-08-25,아 금욜에 일생겨서 환연 4시에 바로 못챙겨봄 ㅡㅡ 개짜증
7568,2022-08-24 ~ 2022-08-25,헐 투데이 이즈 환연데이 ㅋㅋ
7569,2022-08-24 ~ 2022-08-25,"이러면 환연이 되냐? 누가봐도 길라임이 이거 놔. 이거 안 놔! 야 너 미쳤어?
ㄴ어 안 놔 나 당신 때문에 진짜 미치겠거든? 알다시피 내가 이런 한심한 남자가 아니야. 트레이닝 복도 이태리 장인이 한땀한땀 어쩌고"
7570,2022-08-24 ~ 2022-08-25,"흐학학학학학 역시ㅋㅋㅋㅋㅋ
다들 환연2 꼬옥 봐주세요 ㅠ..ㅠ"
7571,2022-08-24 ~ 2022-08-25,ㅅㅂㅋㅋㅋㅋㅋ 갑자기  오래기다리셨습니다. 이러더니 환승연애 본다고 말해줌 너무어이없어
7572,2022-08-24 ~ 2022-08-25,하......어떻게든 이어볼게..진짜..환연 끝내구...어떻게든 이어볼게..저번에도 그 썰 말해주셨던 분 같은데..// 제가 더 감사해요..
7573,2022-08-24 ~ 2022-08-25,나도 환연 클립으로만 봐...ㅎ
7574,2022-08-24 ~ 2022-08-25,호에에 환연포스터 아니네...
7575,2022-08-24 ~ 2022-08-25,환연 보고 있구나 ㅋㅋㅋㅋㅋㅋㅋ
7576,2022-08-24 ~ 2022-08-25,아 환연 한 번도 본 적 없는데 간접으로 다 했다고~~
7577,2022-08-24 ~ 2022-08-25,케찹고백 전 환연1때 혜선주휘를 밀엇습니다..
7578,2022-08-24 ~ 2022-08-25,환연 5화부터 보겟음
7579,2022-08-24 ~ 2022-08-25,과니 환연 본댄다 ㅅㅂㅋㅋㅋㅋㅋㅋ 그럴줄 알앗다
7580,2022-08-24 ~ 2022-08-25,"아니 밍승 웹진에 환연 미친 거 아냐??
나 비명지르면서 봄"
7581,2022-08-24 ~ 2022-08-25,"이러면 환연이 되냐? 누가봐도 길라임이 이거 놔. 이거 안 놔! 야 너 미쳤어?
ㄴ어 안 놔 나 당신 때문에 진짜 미치겠거든? 알다시피 내가 이런 한심한 남자가 아니야. 트레이닝 복도 이태리 장인이 한땀한땀 어쩌고"
7582,2022-08-24 ~ 2022-08-25,"흐학학학학학 역시ㅋㅋㅋㅋㅋ
다들 환연2 꼬옥 봐주세요 ㅠ..ㅠ"
7583,2022-08-24 ~ 2022-08-25,ㅅㅂㅋㅋㅋㅋㅋ 갑자기  오래기다리셨습니다. 이러더니 환승연애 본다고 말해줌 너무어이없어
7584,2022-08-24 ~ 2022-08-25,하......어떻게든 이어볼게..진짜..환연 끝내구...어떻게든 이어볼게..저번에도 그 썰 말해주셨던 분 같은데..// 제가 더 감사해요..
7585,2022-08-24 ~ 2022-08-25,나도 환연 클립으로만 봐...ㅎ
7586,2022-08-24 ~ 2022-08-25,호에에 환연포스터 아니네...
7587,2022-08-24 ~ 2022-08-25,환연 보고 있구나 ㅋㅋㅋㅋㅋㅋㅋ
7588,2022-08-24 ~ 2022-08-25,아 환연 한 번도 본 적 없는데 간접으로 다 했다고~~
7589,2022-08-24 ~ 2022-08-25,케찹고백 전 환연1때 혜선주휘를 밀엇습니다..
7590,2022-08-24 ~ 2022-08-25,환연 5화부터 보겟음
7591,2022-08-24 ~ 2022-08-25,과니 환연 본댄다 ㅅㅂㅋㅋㅋㅋㅋㅋ 그럴줄 알앗다
7592,2022-08-24 ~ 2022-08-25,"아니 밍승 웹진에 환연 미친 거 아냐??
나 비명지르면서 봄"
7593,2022-08-24 ~ 2022-08-25,"낼환연데이...
근데트친깅들 다 어디갔는지..안보임..
환연에 질려서 떠나셧나여......."
7594,2022-08-24 ~ 2022-08-25,승관이 환연2도 잘보늨거 왤케 웃기나
7595,2022-08-24 ~ 2022-08-25,환연2는 규떤남자가 김현우 롤이라서 그냥 개처열받는다고 그냥라고. 그냥.
7596,2022-08-24 ~ 2022-08-25,"환연얘기하는 에떤남자..?
프로그램이름부터 너무 잔인하대 아 ㅋ ㅋ ㅋ ㅋ ㅋㅋ ㅋ ㅋ ㅋ ㅋ ㅋㅋㅋㅋㅋㅋ"
7597,2022-08-24 ~ 2022-08-25,와나댓글로 환연물어보고있었는뎈
7598,2022-08-24 ~ 2022-08-25,환연볼까.. 유튜브 숏츠에 뜨는 거 몇 번 보니까 재밋어보여
7599,2022-08-24 ~ 2022-08-25,환연2 본대 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 북미투어 오고서는 풀영상을 못 보고 있대
7600,2022-08-24 ~ 2022-08-25,#케찹고백 저 환연 말곤 연애 프로 암것도 안 봣어요
7601,2022-08-24 ~ 2022-08-25,하미띤.... 아까 유튜브쇼츠보다가 우연히 환연영상봣는데 그길로 두시간넘게 유튜브로환연보고잇음 이렇게재밋는걸왜이제야
7602,2022-08-24 ~ 2022-08-25,"왤케열받니..
환연2에서 왜 규쪽이가 젤 인기많은지 이해가 안감띠…;;; 걍 체대남들 만나줘 오제발.."
7603,2022-08-24 ~ 2022-08-25,빵 먹우명서 환연 봐야징 어제 만뎰이가 재밌다 그래서 보고싶어졌어 물론 1이 더 재밌겠지만
7604,2022-08-24 ~ 2022-08-25,"그런듯.. 죽어도못헤어질듯..., 여기서 갑자기 환연을 끼얹으면  ?"
7605,2022-08-24 ~ 2022-08-25,"우리 친웅니 나보고 환연 같은 거 안본다 이랫음서
갑자기 빠져가지고 나랑 규민이 존나 욕하는 중"
7606,2022-08-24 ~ 2022-08-25,"저 환연 5일만에다봄.. :( 
다음화 언제나오죠.. 금요일6시?"
7607,2022-08-24 ~ 2022-08-25,환연 최앤이 저래서 다프네가 팔짝 미쳣을 것 같다고
7608,2022-08-24 ~ 2022-08-25,부승관 환연1에 이어 2도 보는 거 진짜왜케웃기냐
7609,2022-08-24 ~ 2022-08-25,이번주 환연 데이트만 하고 끝나겠네 이런xx..
7610,2022-08-24 ~ 2022-08-25,"@@환연 출연자 회당 천만원받는대
뭐야씨발나도나갈래요 제형아짐싸라

@승우야 나가자

하 ㅜㅜ 시발좋나웃김
사실안웃겨병찬아니도짐싸라"
7611,2022-08-24 ~ 2022-08-25,환연이라 하는구나 환연은 드라마 이름인줄 알앗어여... 심지어 지금 2를 하고잇더라고요? 전해들엇어요.. 어렵더라구요.. 나때는 짝이엇는대.. 여자 3호가 남자 1호를 선택햇다. 이런 거엿는데....
7612,2022-08-24 ~ 2022-08-25,"환승연애 순찬 어릴때부터 같이 지냈고 오래 사귀었어야됨 오해때문에 헤어지고 근데 같이 지낸 세월이 있어서 방송 나오면 쟤네 사이에는 절대 못 낀다 얘기 나올정도로 둘만의 바이브가 나옴 결국 환연 나와서 하는건 오해풀고 사랑 넘치는 상태로 키스갈겨서 둘 다 퇴소당함

ㅈㅅㅎㄴㄷ"
7613,2022-08-24 ~ 2022-08-25,열화 읽다가 환연 챙겨볼때 고자극이라 정신을 못차림 미탐이랑 어바등 읽겠다고 해놓고 나 혼자 다른 자극을 찾아 떠났구나...
7614,2022-08-24 ~ 2022-08-25,승관이 진짜 승관이답다 환연 잔인하다고 말하면서 그 잔인함에 끌리는 나도 참 .. 이러네 ㅠㅠ
7615,2022-08-24 ~ 2022-08-25,어제 환연 얘기 남기고 간 린슝아 장문의 글을 첨부하였으니 꼭 확인해조 늦게대답해서 미안해!!
7616,2022-08-24 ~ 2022-08-25,"내가볼때규민이이새끼는하시2김현우보고 ㅈㄴ감명받아가지고 재탕에삼탕에사탕에무한다시보기하면서공부하고 환연나온듯함....김현우가되고싶어하는,자기가김현우랑얼추비슷하다고생각하는, 그냥넌버러지야이색히야"
7617,2022-08-24 ~ 2022-08-25,"젱양 둘이 환연 들어가면..
젱은 누가봐도 양만 보는 직진불도저인데,
양은 이왕 이렇게 된 거 다른 사람도 많이 만나고 싶다고 함..
젱은 너가 그런 마음이면 나도 따를게 하고 다른 사람이랑 데이트도 하는데,,
괜찮을 줄 알았던 양 질투 폭발할듯"
7618,2022-08-24 ~ 2022-08-25,닥치고환연쓰께욥
7619,2022-08-24 ~ 2022-08-25,"왤케열받니..
환연2에서 왜 규쪽이가 젤 인기많은지 이해가 안감띠…;;; 걍 체대남들 만나줘 오제발.."
7620,2022-08-24 ~ 2022-08-25,빵 먹우명서 환연 봐야징 어제 만뎰이가 재밌다 그래서 보고싶어졌어 물론 1이 더 재밌겠지만
7621,2022-08-24 ~ 2022-08-25,"그런듯.. 죽어도못헤어질듯..., 여기서 갑자기 환연을 끼얹으면  ?"
7622,2022-08-24 ~ 2022-08-25,"우리 친웅니 나보고 환연 같은 거 안본다 이랫음서
갑자기 빠져가지고 나랑 규민이 존나 욕하는 중"
7623,2022-08-24 ~ 2022-08-25,"저 환연 5일만에다봄.. :( 
다음화 언제나오죠.. 금요일6시?"
7624,2022-08-24 ~ 2022-08-25,환연 최앤이 저래서 다프네가 팔짝 미쳣을 것 같다고
7625,2022-08-24 ~ 2022-08-25,부승관 환연1에 이어 2도 보는 거 진짜왜케웃기냐
7626,2022-08-24 ~ 2022-08-25,이번주 환연 데이트만 하고 끝나겠네 이런xx..
7627,2022-08-24 ~ 2022-08-25,"@@환연 출연자 회당 천만원받는대
뭐야씨발나도나갈래요 제형아짐싸라

@승우야 나가자

하 ㅜㅜ 시발좋나웃김
사실안웃겨병찬아니도짐싸라"
7628,2022-08-24 ~ 2022-08-25,환연이라 하는구나 환연은 드라마 이름인줄 알앗어여... 심지어 지금 2를 하고잇더라고요? 전해들엇어요.. 어렵더라구요.. 나때는 짝이엇는대.. 여자 3호가 남자 1호를 선택햇다. 이런 거엿는데....
7629,2022-08-24 ~ 2022-08-25,"환승연애 순찬 어릴때부터 같이 지냈고 오래 사귀었어야됨 오해때문에 헤어지고 근데 같이 지낸 세월이 있어서 방송 나오면 쟤네 사이에는 절대 못 낀다 얘기 나올정도로 둘만의 바이브가 나옴 결국 환연 나와서 하는건 오해풀고 사랑 넘치는 상태로 키스갈겨서 둘 다 퇴소당함

ㅈㅅㅎㄴㄷ"
7630,2022-08-24 ~ 2022-08-25,열화 읽다가 환연 챙겨볼때 고자극이라 정신을 못차림 미탐이랑 어바등 읽겠다고 해놓고 나 혼자 다른 자극을 찾아 떠났구나...
7631,2022-08-24 ~ 2022-08-25,승관이 진짜 승관이답다 환연 잔인하다고 말하면서 그 잔인함에 끌리는 나도 참 .. 이러네 ㅠㅠ
7632,2022-08-24 ~ 2022-08-25,어제 환연 얘기 남기고 간 린슝아 장문의 글을 첨부하였으니 꼭 확인해조 늦게대답해서 미안해!!
7633,2022-08-24 ~ 2022-08-25,"내가볼때규민이이새끼는하시2김현우보고 ㅈㄴ감명받아가지고 재탕에삼탕에사탕에무한다시보기하면서공부하고 환연나온듯함....김현우가되고싶어하는,자기가김현우랑얼추비슷하다고생각하는, 그냥넌버러지야이색히야"
7634,2022-08-24 ~ 2022-08-25,"젱양 둘이 환연 들어가면..
젱은 누가봐도 양만 보는 직진불도저인데,
양은 이왕 이렇게 된 거 다른 사람도 많이 만나고 싶다고 함..
젱은 너가 그런 마음이면 나도 따를게 하고 다른 사람이랑 데이트도 하는데,,
괜찮을 줄 알았던 양 질투 폭발할듯"
7635,2022-08-24 ~ 2022-08-25,닥치고환연쓰께욥
7636,2022-08-24 ~ 2022-08-25,아 뱀뱀편 재밌다 환연에서 읊조리는 톤으로 고급지게 사연읽고 리액션함 ㅋㅋㅋ
7637,2022-08-24 ~ 2022-08-25,환연 어디에 젤 과몰입. 햇는지 궁금 ^.^
7638,2022-08-24 ~ 2022-08-25,환연 섟슩  과몰입중..
7639,2022-08-24 ~ 2022-08-25,환연 ㅅㅂㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
7640,2022-08-24 ~ 2022-08-25,"환연 유니버스 어디까지 가는가 

 https://peing.net/ko/qs/1164179657…"
7641,2022-08-24 ~ 2022-08-25,에스쿱스 환연 풀영상으로 보면 쌈디처럼 울것깉음
7642,2022-08-24 ~ 2022-08-25,근데레알... 환연2는 다 생활력제로이신거가틈 ㅜㅜ........
7643,2022-08-24 ~ 2022-08-25,환연 재탕갑니다
7644,2022-08-24 ~ 2022-08-25,이번주 환연1편 밖에 안떠…?? 데이트하는것만 나오겟네
7645,2022-08-24 ~ 2022-08-25,환연 관심없었는대 보고 빡치지만 과몰입 이띠발 안볼걸 그랬다
7646,2022-08-24 ~ 2022-08-25,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 엄마 저번에 엔도시말고 새로…
● 쌤 슴콘 사진들 봣어요 ..…
● 환연 봐요? 환연으로 유사써…
● 아 제발 정쟤혅 전여친 고여…
#질문상자 #익명질문모집중"
7647,2022-08-24 ~ 2022-08-25,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 강력반 강형사 진짜 개쭈아 …
● 소묘야 요즘 많이 바빠?? …
● 환연 기다려오오 ㅜ
● 진짜 환연 기싸움 개같이 재…
#질문상자 #익명질문모집중"
7648,2022-08-24 ~ 2022-08-25,개같은 회사 지금까지 회의를하고 있어 나 환연봐야되는데 씨댕
7649,2022-08-24 ~ 2022-08-25,이번주 개가티 공부해야되는데 환연.. 당연히 볼수잇지 두편 다오
7650,2022-08-24 ~ 2022-08-25,좆됐다 진짜 회의가 안끝난ㄴ다 나 환연봐야대는데
7651,2022-08-24 ~ 2022-08-25,아 환연 이번주 1편이라는 소리 듣고 놀라서 뛰어옴... 하.... 진짜 지들 멋대로야 아니 티빙 정지 안한다고 이미 3개월보다 더 해야한다고 니들 하는 짓 떄문에 그러니까 두 편 하라고....
7652,2022-08-24 ~ 2022-08-25,"헤녀뱃헤녀센 환연
구남친이 센한테 관심가져서 새은아 너는 머좋아해? 물어보는데 언니요하는 새으니(견제의의미)"
7653,2022-08-24 ~ 2022-08-25,"헉… 진짜요 지워버렸는데 ㅠ 그치만 한번 쭉ㄱ 생각해서 느낌 올 때 써보려고 지웠어요  저도 환연에 미치는 사람,,, "
7654,2022-08-24 ~ 2022-08-25,"어깨 모양 계속 달라져 ""어깨뽕 넣은거 아니냐"" 의심 받고 있는 '환승연애2' 규민

#규민 #환승연애 #환연 #환승연애규민 #환승연애2"
7655,2022-08-24 ~ 2022-08-25,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 엄마 저번에 엔도시말고 새로…
● 쌤 슴콘 사진들 봣어요 ..…
● 환연 봐요? 환연으로 유사써…
● 아 제발 정쟤혅 전여친 고여…
#질문상자 #익명질문모집중"
7656,2022-08-24 ~ 2022-08-25,"모두의 익명 질문을 모집 중!

최근 답변한 질문
● 강력반 강형사 진짜 개쭈아 …
● 소묘야 요즘 많이 바빠?? …
● 환연 기다려오오 ㅜ
● 진짜 환연 기싸움 개같이 재…
#질문상자 #익명질문모집중"
7657,2022-08-24 ~ 2022-08-25,개같은 회사 지금까지 회의를하고 있어 나 환연봐야되는데 씨댕
7658,2022-08-24 ~ 2022-08-25,이번주 개가티 공부해야되는데 환연.. 당연히 볼수잇지 두편 다오
7659,2022-08-24 ~ 2022-08-25,좆됐다 진짜 회의가 안끝난ㄴ다 나 환연봐야대는데
7660,2022-08-24 ~ 2022-08-25,아 환연 이번주 1편이라는 소리 듣고 놀라서 뛰어옴... 하.... 진짜 지들 멋대로야 아니 티빙 정지 안한다고 이미 3개월보다 더 해야한다고 니들 하는 짓 떄문에 그러니까 두 편 하라고....
7661,2022-08-24 ~ 2022-08-25,"헤녀뱃헤녀센 환연
구남친이 센한테 관심가져서 새은아 너는 머좋아해? 물어보는데 언니요하는 새으니(견제의의미)"
7662,2022-08-24 ~ 2022-08-25,"헉… 진짜요 지워버렸는데 ㅠ 그치만 한번 쭉ㄱ 생각해서 느낌 올 때 써보려고 지웠어요  저도 환연에 미치는 사람,,, "
7663,2022-08-24 ~ 2022-08-25,"어깨 모양 계속 달라져 ""어깨뽕 넣은거 아니냐"" 의심 받고 있는 '환승연애2' 규민

#규민 #환승연애 #환연 #환승연애규민 #환승연애2"
7664,2022-08-24 ~ 2022-08-25,"어케 이런… 환연 인터뷰 중간에 나올법한 움짤이..
[졍환이는 그냥.. 애가 되게 순해서 뭐든 잘 맞춰줬어요]
누나가 이 말 할때 배경 영상으로 나올 듯
헤실거리면서 카메라에 브이하는 영상 한가득 남아있음"
7665,2022-08-24 ~ 2022-08-25,환연 재원은오 너무 보고싶은데 하낫두 없어서 자급자족 하는중…
7666,2022-08-24 ~ 2022-08-25,환연 9화 이제 다봤는데 토킹룸에서 나오면서 우는 해은얹니보니깐 진짜 여길 데리고 나오면 안됐단 생각밖에 안든다 그냥 밖에 있었으면 마주칠 일도 이런 상황도 없으니 마음을 차분히 정리했을 수도 있는데 아니 어쩌면 이렇게 겪으면서 더 정리할 수도 있지 근데 중요한건 정규민 태도임
7667,2022-08-24 ~ 2022-08-25,ㄴㄴ.. 저 여태 본 연애푸로그램 러브캐처 젤 최근꺼 환연 2 체데시즌1밖에 없음여..
7668,2022-08-24 ~ 2022-08-25,"환연은너무 요즘것임
난 옛것 에 중독됌"
7669,2022-08-24 ~ 2022-08-25,금욜껄 참아야해…. 시오양은 환연을 봐주세여
7670,2022-08-24 ~ 2022-08-25,환연에도 그런 제정신병자 있는뎈ㅋ 앜ㅋㅋ
7671,2022-08-24 ~ 2022-08-25,이번주 개가티 공부해야되는데 환연.. 당연히 볼수잇지 두편 다오
7672,2022-08-24 ~ 2022-08-25,좆됐다 진짜 회의가 안끝난ㄴ다 나 환연봐야대는데
7673,2022-08-24 ~ 2022-08-25,아 환연 이번주 1편이라는 소리 듣고 놀라서 뛰어옴... 하.... 진짜 지들 멋대로야 아니 티빙 정지 안한다고 이미 3개월보다 더 해야한다고 니들 하는 짓 떄문에 그러니까 두 편 하라고....
7674,2022-08-24 ~ 2022-08-25,"헤녀뱃헤녀센 환연
구남친이 센한테 관심가져서 새은아 너는 머좋아해? 물어보는데 언니요하는 새으니(견제의의미)"
7675,2022-08-24 ~ 2022-08-25,"헉… 진짜요 지워버렸는데 ㅠ 그치만 한번 쭉ㄱ 생각해서 느낌 올 때 써보려고 지웠어요  저도 환연에 미치는 사람,,, "
7676,2022-08-24 ~ 2022-08-25,"어깨 모양 계속 달라져 ""어깨뽕 넣은거 아니냐"" 의심 받고 있는 '환승연애2' 규민

#규민 #환승연애 #환연 #환승연애규민 #환승연애2"
7677,2022-08-24 ~ 2022-08-25,"어케 이런… 환연 인터뷰 중간에 나올법한 움짤이..
[졍환이는 그냥.. 애가 되게 순해서 뭐든 잘 맞춰줬어요]
누나가 이 말 할때 배경 영상으로 나올 듯
헤실거리면서 카메라에 브이하는 영상 한가득 남아있음"
7678,2022-08-24 ~ 2022-08-25,환연 재원은오 너무 보고싶은데 하낫두 없어서 자급자족 하는중…
7679,2022-08-24 ~ 2022-08-25,환연 9화 이제 다봤는데 토킹룸에서 나오면서 우는 해은얹니보니깐 진짜 여길 데리고 나오면 안됐단 생각밖에 안든다 그냥 밖에 있었으면 마주칠 일도 이런 상황도 없으니 마음을 차분히 정리했을 수도 있는데 아니 어쩌면 이렇게 겪으면서 더 정리할 수도 있지 근데 중요한건 정규민 태도임
7680,2022-08-24 ~ 2022-08-25,ㄴㄴ.. 저 여태 본 연애푸로그램 러브캐처 젤 최근꺼 환연 2 체데시즌1밖에 없음여..
7681,2022-08-24 ~ 2022-08-25,"환연은너무 요즘것임
난 옛것 에 중독됌"
7682,2022-08-24 ~ 2022-08-25,금욜껄 참아야해…. 시오양은 환연을 봐주세여
7683,2022-08-24 ~ 2022-08-25,환연에도 그런 제정신병자 있는뎈ㅋ 앜ㅋㅋ
7684,2022-08-24 ~ 2022-08-25,환연 과몰입하면서 또 보고있구나ㅋㅋㅋㅋㅋㅋㅋ
7685,2022-08-26 ~ 2022-08-27,환연 숙소 너무 드럽게 써서 볼때마다 입맛 재기하고 호감도 뚝뚝 떨어져 대체 음식물쓰레기는 왜 방치하는거임?엽떡도? 돼지우리에서도 사랑이 꽃핀다 웩
7686,2022-08-26 ~ 2022-08-27,뱀뱀이제 환연2 고정패널이래!!!
7687,2022-08-26 ~ 2022-08-27,환연 담쭈 예고 멍미?? 희두지연 태이지연 희두질투하는나연 내가좋아하는조합 다잇음 ㄷ
7688,2022-08-26 ~ 2022-08-27,뱀뱀ㅅㅂㅋㅋㅋㅋㅋ환연고정게스트된이유가잇슴ㅜㅜㅋㅋㅋㅋㅋㅋㅋㅋㅋ은은한팩폭개지림
7689,2022-08-26 ~ 2022-08-27,"환연2 뱀뱀이 한마디 해주면 좋겠다
""근데 설거지랑 청소 왜 안하죠?"""
7690,2022-08-26 ~ 2022-08-27,"환연 중에 김가루 스타일은
'뱀뱀'입니다"
7691,2022-08-26 ~ 2022-08-27,"허어어어어..ㅜㅜ
지수한테 수건 접는 방법 알려주는
원빈(yes 환연) 너무 다정하도다..
수건으로 머리콩하는거 정신이 나갈것같아요"
7692,2022-08-26 ~ 2022-08-27,아 환연 게스트 중에 뱀뱀이 제일 웃김
7693,2022-08-26 ~ 2022-08-27,01년생 환연 막둥이특 한방능이백숙 좋아함
